time,gFx,gFy,gFz,TgF
0.002998308,-0.9998,0.0832,0.1526,1.015
0.00412777,-0.9973,0.0892,0.1355,1.010
0.005088616,-0.9979,0.0872,0.1189,1.009
0.005835539,-1.0005,0.0870,0.1209,1.012
0.01354877,-0.9991,0.0909,0.1297,1.012
0.01417977,-0.9940,0.0914,0.1455,1.009
0.023596539,-0.9979,0.0958,0.1578,1.015
0.024495385,-0.9973,0.0970,0.1590,1.015
0.033868385,-1.0005,0.1005,0.1641,1.019
0.034430462,-0.9991,0.1053,0.1523,1.016
0.044076308,-0.9959,0.1088,0.1463,1.012
0.044809077,-0.9991,0.1083,0.1492,1.016
0.057411,-0.9905,0.1044,0.1532,1.008
0.058157693,-0.9924,0.1061,0.1560,1.010
0.064348616,-0.9966,0.1093,0.1511,1.014
0.064913462,-0.9928,0.1098,0.1499,1.010
0.07471377,-0.9881,0.1019,0.1465,1.004
0.075441616,-0.9907,0.1021,0.1516,1.007
0.084790462,-0.9883,0.0990,0.1404,1.003
0.085487693,-0.9856,0.0937,0.1458,1.001
0.095016846,-0.9903,0.0941,0.1485,1.006
0.095798846,-0.9998,0.0972,0.1497,1.016
0.106508539,-1.0056,0.0941,0.1373,1.019
0.107241923,-1.0054,0.0929,0.1213,1.017
0.115650154,-1.0098,0.0944,0.1182,1.021
0.116185077,-1.0079,0.0970,0.1241,1.020
0.125788693,-1.0110,0.0965,0.1313,1.024
0.126614923,-1.0081,0.0904,0.1470,1.023
0.135858693,-1.0040,0.0937,0.1551,1.020
0.136913616,-0.9924,0.1034,0.1624,1.011
0.146251462,-1.0003,0.1110,0.1714,1.021
0.146856154,-1.0230,0.0993,0.1688,1.042
0.156370846,-1.0108,0.0904,0.1521,1.026
0.157913154,-0.9903,0.0885,0.1373,1.004
0.166725077,-0.9812,0.0929,0.1299,0.994
0.167267923,-0.9866,0.0926,0.1304,1.000
0.176730693,-1.0010,0.0885,0.1360,1.014
0.177602,-1.0042,0.0909,0.1343,1.017
0.189911846,-1.0052,0.0948,0.1378,1.019
0.190641231,-1.0028,0.0924,0.1385,1.016
0.197249923,-0.9991,0.0909,0.1353,1.012
0.197836693,-0.9993,0.0865,0.1460,1.014
0.207067846,-0.9984,0.0823,0.1521,1.013
0.20774,-0.9996,0.0763,0.1575,1.015
0.217502539,-0.9947,0.0758,0.1539,1.009
0.218122616,-0.9924,0.0773,0.1529,1.007
0.227733231,-0.9961,0.0802,0.1541,1.011
0.228389154,-0.9996,0.0844,0.1523,1.015
0.239823308,-0.9993,0.0885,0.1487,1.014
0.240459693,-0.9984,0.0897,0.1414,1.012
0.247918231,-1.0005,0.1030,0.1355,1.015
0.24847277,-1.0028,0.1032,0.1229,1.016
0.258143846,-0.9956,0.0956,0.1329,1.009
0.258926846,-1.0030,0.0880,0.1483,1.018
0.268553539,-0.9998,0.0897,0.1558,1.016
0.269137,-1.0005,0.0890,0.1607,1.017
0.278700077,-0.9984,0.0926,0.1560,1.015
0.279327,-1.0033,0.0963,0.1546,1.020
0.289914616,-0.9928,0.0900,0.1485,1.008
0.290650616,-0.9912,0.0916,0.1443,1.006
0.299001846,-0.9859,0.0914,0.1511,1.002
0.299575231,-0.9863,0.0953,0.1546,1.003
0.309549308,-0.9949,0.0883,0.1465,1.009
0.310592077,-0.9966,0.0892,0.1326,1.009
0.319589923,-0.9986,0.0932,0.1309,1.011
0.320350385,-0.9979,0.0932,0.1404,1.012
0.329853462,-0.9935,0.0953,0.1502,1.009
0.330664,-0.9849,0.0941,0.1597,1.002
0.340068846,-0.9940,0.1002,0.1600,1.012
0.340972923,-0.9907,0.0972,0.1629,1.009
0.350304923,-0.9923,0.0983,0.1678,1.011
0.350860385,-0.9919,0.0946,0.1637,1.010
0.360306462,-0.9947,0.0929,0.1590,1.012
0.360916,-0.9961,0.0900,0.1588,1.013
0.373350231,-1.0073,0.0876,0.1558,1.023
0.374299616,-1.0052,0.0890,0.1476,1.020
0.380485077,-0.9979,0.0827,0.1431,1.011
0.381057616,-0.9870,0.0827,0.1495,1.002
0.390930923,-0.9895,0.0853,0.1553,1.005
0.391929154,-0.9891,0.0880,0.1614,1.006
0.401130077,-0.9863,0.0865,0.1632,1.003
0.401772,-0.9870,0.0890,0.1670,1.005
0.411101231,-0.9907,0.0907,0.1721,1.010
0.411917385,-0.9944,0.0934,0.1658,1.012
0.422394693,-0.9981,0.0892,0.1563,1.014
0.423449,-1.0049,0.0888,0.1619,1.022
0.431952693,-1.0056,0.0827,0.1558,1.021
0.432490923,-1.0084,0.0816,0.1563,1.024
0.441966923,-1.0110,0.0751,0.1487,1.025
0.442752846,-1.0164,0.0697,0.1423,1.029
0.452139231,-1.0238,0.0709,0.1402,1.036
0.452891923,-1.0298,0.0755,0.1367,1.042
0.462282231,-1.0210,0.0821,0.1385,1.034
0.463120923,-1.0140,0.0846,0.1451,1.028
0.473012385,-0.9959,0.0839,0.1499,1.011
0.474759462,-0.9886,0.0909,0.1570,1.005
0.483181923,-0.9849,0.1000,0.1595,1.003
0.484442385,-0.9766,0.1044,0.1678,0.996
0.493145539,-0.9719,0.1073,0.1705,0.993
0.49471777,-0.9734,0.1100,0.1678,0.994
0.511232616,-0.9734,0.1110,0.1637,0.993
0.512683308,-0.9793,0.1070,0.1614,0.998
0.513700616,-0.9861,0.1014,0.1583,1.004
0.514359308,-0.9968,0.0995,0.1665,1.016
0.524392462,-1.0003,0.0948,0.1709,1.019
0.526133077,-1.0113,0.1007,0.1658,1.030
0.534430923,-1.0142,0.1021,0.1585,1.032
0.535774616,-1.0130,0.1068,0.1414,1.028
0.544413231,-1.0113,0.1021,0.1353,1.025
0.546356693,-1.0113,0.0972,0.1383,1.025
0.557709616,-1.0125,0.0978,0.1331,1.026
0.559505693,-1.0159,0.0907,0.1380,1.029
0.564492846,-1.0140,0.0937,0.1463,1.029
0.565743,-1.0086,0.0958,0.1521,1.024
0.575216462,-0.9998,0.0919,0.1604,1.017
0.576822231,-0.9949,0.0951,0.1665,1.013
0.586044077,-0.9910,0.0968,0.1637,1.009
0.587392539,-0.9910,0.0970,0.1656,1.009
0.595197539,-0.9917,0.0941,0.1668,1.010
0.596650231,-0.9975,0.0872,0.1770,1.017
0.606003923,-0.9998,0.0848,0.1817,1.020
0.607846846,-1.0093,0.0816,0.1924,1.031
0.615781923,-1.0159,0.0829,0.1870,1.036
0.616908385,-1.0174,0.0778,0.1761,1.035
0.62608977,-1.0206,0.0790,0.1641,1.037
0.627463539,-1.0169,0.0832,0.1572,1.032
0.643513539,-1.0098,0.0809,0.1700,1.027
0.64504177,-1.0054,0.0755,0.1817,1.024
0.646266693,-1.0035,0.0787,0.1814,1.023
0.646945,-1.0003,0.0804,0.1763,1.019
0.657158154,-0.9979,0.0821,0.1719,1.016
0.659137385,-0.9930,0.0848,0.1681,1.011
0.667028231,-0.9874,0.0832,0.1741,1.006
0.668553077,-0.9856,0.0844,0.1807,1.006
0.676801923,-0.9876,0.0872,0.1854,1.009
0.678860923,-0.9870,0.0846,0.1790,1.007
0.691156462,-0.9888,0.0832,0.1741,1.007
0.692991462,-0.9851,0.0836,0.1651,1.002
0.69738677,-0.9854,0.0851,0.1609,1.002
0.698717616,-0.9861,0.0900,0.1614,1.003
0.708887923,-0.9814,0.0885,0.1685,1.000
0.710915462,-0.9812,0.0858,0.1751,1.000
0.71811277,-0.9819,0.0848,0.1849,1.003
0.719502846,-0.9893,0.0880,0.1783,1.009
0.727827923,-0.9868,0.0924,0.1709,1.006
0.732702154,-0.9898,0.0968,0.1685,1.009
0.739385,-0.9856,0.0934,0.1604,1.003
0.740978385,-0.9814,0.0912,0.1514,0.997
0.748590539,-0.9822,0.0870,0.1526,0.998
0.750021923,-0.9876,0.0890,0.1439,1.002
0.759256308,-0.9954,0.0951,0.1451,1.010
0.760676154,-0.9942,0.0909,0.1572,1.011
0.769172308,-0.9961,0.0895,0.1658,1.014
0.770679846,-0.9971,0.0867,0.1737,1.016
0.779340308,-0.9952,0.0832,0.1770,1.014
0.780519,-0.9942,0.0783,0.1817,1.014
0.793956847,-1.0012,0.0851,0.1765,1.020
0.795807539,-1.0030,0.0856,0.1744,1.022
0.799563077,-1.0017,0.0907,0.1688,1.020
0.801023923,-1.0000,0.0897,0.1739,1.019
0.809370077,-0.9928,0.0953,0.1751,1.013
0.810965154,-0.9900,0.0956,0.1805,1.011
0.819980923,-0.9881,0.0988,0.1770,1.009
0.821145616,-0.9859,0.1024,0.1790,1.007
0.830468847,-0.9966,0.1068,0.1817,1.019
0.832361847,-0.9919,0.1049,0.1883,1.015
0.840089308,-0.9944,0.1076,0.1903,1.018
0.841641539,-1.0005,0.1027,0.1868,1.023
0.850793693,-0.9956,0.1021,0.1858,1.018
0.851918308,-0.9923,0.0960,0.1851,1.014
0.860429385,-0.9942,0.1007,0.1795,1.015
0.862137693,-0.9988,0.1027,0.1707,1.018
0.871913154,-0.9975,0.1009,0.1678,1.017
0.873610847,-0.9915,0.0968,0.1676,1.010
0.880998923,-0.9883,0.0951,0.1607,1.006
0.88237,-0.9859,0.0981,0.1609,1.004
0.892378693,-0.9900,0.0948,0.1607,1.007
0.894065923,-0.9893,0.0972,0.1668,1.008
0.901729231,-0.9910,0.0934,0.1727,1.010
0.90309177,-0.9893,0.0944,0.1732,1.009
0.912079462,-0.9932,0.0926,0.1753,1.013
0.913169616,-0.9900,0.0941,0.1781,1.010
0.926592693,-0.9952,0.0932,0.1756,1.015
0.928390231,-0.9942,0.0972,0.1763,1.014
0.932137539,-0.9961,0.0956,0.1802,1.017
0.933616539,-0.9971,0.0944,0.1858,1.019
0.94233277,-0.9949,0.1012,0.1819,1.016
0.94378,-0.9968,0.0963,0.1778,1.017
0.952516847,-0.9963,0.0958,0.1761,1.016
0.954013847,-0.9912,0.0937,0.1730,1.011
0.963176385,-0.9876,0.0941,0.1712,1.007
0.965051616,-0.9949,0.0916,0.1695,1.013
0.973134616,-0.9932,0.0932,0.1660,1.011
0.974900231,-0.9932,0.0870,0.1602,1.010
0.983142077,-0.9898,0.0876,0.1536,1.005
0.984362539,-0.9928,0.0870,0.1588,1.009
0.99296477,-0.9903,0.0860,0.1602,1.007
0.994714077,-0.9905,0.0897,0.1641,1.008
1.004992154,-0.9917,0.0907,0.1649,1.009
1.006961077,-0.9907,0.0900,0.1732,1.010
1.013572539,-0.9968,0.0853,0.1826,1.017
1.014771462,-0.9991,0.0921,0.1837,1.020
1.023836308,-1.0059,0.0921,0.1837,1.027
1.025858154,-1.0101,0.0951,0.1919,1.033
1.033795385,-1.0098,0.0932,0.1863,1.031
1.034953308,-1.0086,0.0946,0.1854,1.030
1.043961847,-1.0030,0.0934,0.1807,1.023
1.045326539,-1.0012,0.1002,0.1814,1.022
1.058937231,-0.9952,0.0924,0.1846,1.016
1.060595231,-0.9975,0.0939,0.1879,1.019
1.064331923,-1.0010,0.0968,0.1895,1.023
1.065793077,-0.9963,0.0981,0.1856,1.018
1.074838616,-0.9979,0.0970,0.1834,1.019
1.076170385,-0.9863,0.0948,0.1812,1.007
1.084808154,-0.9849,0.0900,0.1741,1.004
1.086455231,-0.9856,0.0939,0.1717,1.005
1.095420693,-0.9773,0.0937,0.1688,0.996
1.097161539,-0.9832,0.0934,0.1732,1.003
1.106583923,-0.9888,0.0897,0.1761,1.008
1.108190616,-0.9917,0.0926,0.1781,1.012
1.116116308,-0.9907,0.0834,0.1749,1.009
1.11755777,-0.9874,0.0870,0.1778,1.007
1.126178154,-0.9881,0.0878,0.1756,1.007
1.127951847,-0.9917,0.0926,0.1751,1.011
1.138886693,-0.9959,0.0872,0.1741,1.015
1.140461539,-0.9979,0.0960,0.1753,1.018
