time,gFx,gFy,gFz,TgF
0.620466076,-0.9956,0.1098,0.1546,1.014
0.62984423,-0.9912,0.1019,0.1465,1.007
0.631050384,-0.9959,0.0975,0.1451,1.011
0.639298307,-0.9963,0.1058,0.1465,1.013
0.640919769,-0.9932,0.1049,0.1460,1.009
0.649445384,-0.9932,0.1070,0.1423,1.009
0.651288769,-0.9905,0.1090,0.1406,1.006
0.663202076,-0.9932,0.0990,0.1411,1.008
0.664833153,-0.9966,0.0983,0.1343,1.010
0.670043,-1.0010,0.1007,0.1297,1.014
0.671399,-1.0044,0.0988,0.1287,1.017
0.680340461,-1.0042,0.0990,0.1390,1.019
0.682233384,-1.0040,0.1002,0.1390,1.018
0.694039461,-1.0052,0.1046,0.1378,1.020
0.696003615,-1.0005,0.1119,0.1360,1.016
0.700508846,-0.9935,0.1174,0.1483,1.011
0.701597076,-0.9935,0.1132,0.1507,1.011
0.711685,-0.9966,0.1088,0.1595,1.015
0.713693923,-0.9963,0.0963,0.1572,1.013
0.720938307,-1.0101,0.1017,0.1565,1.027
0.722107461,-1.0189,0.1151,0.1421,1.035
0.731912,-1.0103,0.1065,0.1380,1.025
0.733215076,-1.0073,0.0937,0.1448,1.022
0.752793153,-1.0028,0.0912,0.1565,1.019
0.754532153,-1.0022,0.0929,0.1492,1.018
0.756076769,-0.9952,0.0997,0.1404,1.010
0.757507692,-0.9952,0.0988,0.1404,1.010
0.768144384,-0.9996,0.0953,0.1436,1.014
0.770061692,-1.0061,0.0995,0.1399,1.021
0.772814923,-0.9979,0.1014,0.1367,1.012
0.774729692,-0.9984,0.1014,0.1360,1.013
0.782099461,-1.0061,0.1000,0.1358,1.020
0.783889384,-1.0059,0.0981,0.1373,1.020
0.793634846,-1.0052,0.1030,0.1429,1.021
0.795415,-1.0068,0.1073,0.1397,1.022
0.802646769,-0.9991,0.1046,0.1423,1.015
0.80369323,-0.9954,0.1032,0.1465,1.011
0.812867923,-0.9952,0.1058,0.1585,1.013
0.814345384,-0.9919,0.1037,0.1565,1.010
0.825322153,-0.9975,0.1056,0.1673,1.017
0.827,-1.0000,0.1065,0.1673,1.019
0.833063846,-1.0020,0.1081,0.1676,1.022
0.834251923,-1.0005,0.1049,0.1665,1.020
0.848129384,-0.9940,0.0965,0.1560,1.011
0.849967846,-0.9940,0.1044,0.1519,1.011
0.853839153,-0.9905,0.1005,0.1458,1.006
0.85525223,-0.9898,0.0993,0.1497,1.006
0.863668538,-0.9830,0.1049,0.1483,1.000
0.865476923,-0.9854,0.1049,0.1534,1.003
0.878019307,-0.9879,0.1041,0.1551,1.005
0.879730307,-0.9876,0.1019,0.1526,1.004
0.884456076,-0.9835,0.1114,0.1465,1.001
0.885549769,-0.9844,0.1056,0.1385,1.000
0.895253384,-0.9866,0.1037,0.1397,1.002
0.897988692,-0.9915,0.1017,0.1409,1.007
0.905241538,-0.9915,0.0970,0.1329,1.005
0.906830769,-0.9886,0.0926,0.1451,1.003
0.914759923,-0.9932,0.0956,0.1502,1.009
0.916574461,-1.0054,0.0988,0.1604,1.023
0.930661076,-1.0103,0.1000,0.1702,1.029
0.932540846,-1.0042,0.0988,0.1783,1.025
0.935011307,-1.0105,0.1058,0.1749,1.031
0.936442076,-1.0166,0.1032,0.1656,1.035
0.946247538,-1.0152,0.1053,0.1688,1.035
0.949025077,-1.0135,0.1032,0.1690,1.033
