time,gFx,gFy,gFz,TgF
0.004967846,-0.9832,0.0079,0.2545,1.016
0.006215,-0.9758,0.0033,0.2685,1.012
0.007673307,-0.9770,0.0054,0.2721,1.014
0.00878123,-0.9814,0.0113,0.2657,1.017
0.009603538,-0.9851,0.0110,0.2574,1.018
0.010276538,-0.9835,0.0122,0.2504,1.015
0.011302615,-0.9751,0.0005,0.2418,1.005
0.011994077,-0.9732,0.0008,0.2384,1.002
0.01285723,-0.9732,0.0035,0.2389,1.002
0.013658615,-0.9705,0.0028,0.2359,0.999
0.01503723,-0.9578,-0.0071,0.2342,0.986
0.015804307,-0.9390,-0.0213,0.2333,0.968
0.01668,-0.9353,-0.0343,0.2291,0.964
0.017509769,-0.9480,-0.0245,0.2369,0.977
0.044695923,-0.9609,0.0073,0.2520,0.993
0.045632692,-0.9619,0.0338,0.2667,0.999
0.046547,-0.9749,0.0692,0.2687,1.014
0.04720523,-0.9761,0.0872,0.2965,1.024
0.047985846,-0.9467,0.0375,0.2983,0.993
0.048569538,-0.9427,0.0140,0.3036,0.990
0.067739307,-0.9668,0.0318,0.3088,1.015
0.06851823,-0.9851,0.0460,0.3026,1.032
0.069011077,-0.9709,0.0408,0.3007,1.017
0.069727538,-0.9744,0.0369,0.2972,1.019
0.08021,-0.9851,0.0362,0.3002,1.030
0.081331153,-0.9912,0.0245,0.3114,1.039
0.088701846,-0.9917,0.0035,0.3065,1.038
0.089774615,-0.9910,-0.0059,0.3163,1.040
0.100586923,-0.9959,-0.0101,0.3168,1.045
0.101720384,-1.0020,-0.0020,0.3121,1.050
0.107725615,-1.0042,0.0042,0.3053,1.050
0.108722077,-1.0128,0.0059,0.2983,1.056
0.116794461,-1.0059,-0.0006,0.2873,1.046
0.117692692,-0.9991,-0.0050,0.2874,1.040
0.129413846,-0.9935,-0.0131,0.2804,1.032
0.130696769,-0.9973,-0.0348,0.2580,1.031
0.136982077,-1.0008,-0.0343,0.2447,1.031
0.137741846,-1.0056,-0.0103,0.2482,1.036
0.147205846,-1.0042,0.0126,0.2531,1.036
0.148142769,-0.9973,0.0145,0.2620,1.031
0.160868153,-0.9802,0.0093,0.2729,1.018
