time,gFx,gFy,gFz,TgF
0.005389308,-0.9597,0.0804,0.3302,1.018
0.006940077,-0.9568,0.0814,0.3227,1.013
0.008272154,-0.9551,0.0807,0.3105,1.008
0.009486154,-0.9609,0.0783,0.2983,1.009
0.010476693,-0.9621,0.0776,0.2923,1.009
0.011282462,-0.9681,0.0767,0.2846,1.012
0.026086308,-0.9675,0.0746,0.2848,1.011
0.027823231,-0.9624,0.0739,0.2858,1.007
0.029242385,-0.9644,0.0736,0.2778,1.006
0.030639539,-0.9607,0.0690,0.2829,1.004
0.049274923,-0.9536,0.0699,0.2890,0.999
0.050971846,-0.9527,0.0727,0.3127,1.005
0.052250231,-0.9639,0.0665,0.3270,1.020
0.053343693,-0.9681,0.0650,0.3242,1.023
0.065941,-0.9714,0.0690,0.3193,1.025
0.067317693,-0.9746,0.0697,0.3014,1.023
0.068362154,-0.9790,0.0763,0.2980,1.026
0.069115,-0.9761,0.0718,0.3039,1.025
0.078043539,-0.9761,0.0767,0.3119,1.028
0.079655385,-0.9727,0.0694,0.3230,1.027
0.087661,-0.9727,0.0721,0.3258,1.028
0.089105769,-0.9781,0.0829,0.3048,1.028
0.098400308,-0.9734,0.0883,0.3068,1.024
0.100276539,-0.9678,0.0799,0.3281,1.025
0.108155385,-0.9724,0.0753,0.3437,1.034
0.109595539,-0.9665,0.0690,0.3349,1.025
0.118471308,-0.9673,0.0704,0.3326,1.025
0.119982308,-0.9675,0.0602,0.3324,1.025
0.136289769,-0.9717,0.0504,0.3274,1.027
0.138145539,-0.9727,0.0445,0.3183,1.024
0.139750616,-0.9734,0.0389,0.3183,1.025
0.141139077,-0.9763,0.0343,0.3129,1.026
0.153505231,-0.9839,0.0416,0.3068,1.031
0.155758308,-0.9793,0.0371,0.2963,1.024
0.160479077,-0.9681,0.0343,0.2850,1.010
0.162578,-0.9686,0.0279,0.2755,1.007
0.169456462,-0.9675,0.0194,0.2738,1.006
0.170978231,-0.9583,0.0138,0.2790,0.998
0.184647693,-0.9597,0.0117,0.2748,0.998
0.186197,-0.9668,0.0150,0.2701,1.004
0.190114846,-0.9854,0.0238,0.2716,1.022
0.191309462,-0.9868,0.0206,0.2753,1.025
0.199913077,-0.9975,0.0264,0.2827,1.037
0.201257,-0.9968,0.0266,0.2874,1.038
0.210493154,-0.9963,0.0269,0.2997,1.041
0.211821077,-1.0042,0.0269,0.2965,1.047
0.220704077,-1.0091,0.0255,0.2997,1.053
0.222283769,-1.0177,0.0117,0.2976,1.060
0.233632077,-1.0145,-0.0018,0.2948,1.056
0.235260923,-1.0169,0.0135,0.3053,1.062
0.241254769,-1.0137,0.0179,0.3088,1.060
0.242558923,-0.9954,0.0098,0.3065,1.042
0.251668308,-0.9861,0.0162,0.3078,1.033
0.253090693,-0.9783,0.0257,0.3063,1.025
0.26131677,-0.9588,0.0352,0.2939,1.003
0.262949616,-0.9463,0.0424,0.2885,0.990
0.272149308,-0.9339,0.0408,0.2829,0.977
0.27341377,-0.9194,0.0460,0.2839,0.963
0.287904923,-0.9036,0.0404,0.2860,0.949
0.289110539,-0.8935,0.0382,0.2921,0.941
0.292579462,-0.8959,0.0455,0.2929,0.944
0.294026385,-0.8908,0.0518,0.2899,0.938
0.306535077,-0.8852,0.0525,0.2911,0.933
0.307777154,-0.8857,0.0473,0.2997,0.936
0.317365231,-0.8887,0.0476,0.3078,0.942
0.318923616,-0.8955,0.0469,0.3183,0.952
0.322735923,-0.9094,0.0634,0.3127,0.964
0.32394577,-0.9231,0.0729,0.3124,0.977
0.332942154,-0.9407,0.0755,0.3070,0.992
0.334390154,-0.9460,0.0751,0.3139,1.000
0.342942846,-0.9507,0.0658,0.3256,1.007
0.344142,-0.9527,0.0572,0.3319,1.010
0.353331616,-0.9661,0.0543,0.3422,1.026
0.355345077,-0.9788,0.0783,0.3344,1.037
0.366871923,-0.9700,0.0667,0.3221,1.024
0.368582923,-0.9626,0.0518,0.3277,1.018
0.373549231,-0.9724,0.0464,0.3234,1.026
0.374988385,-0.9844,0.0476,0.3105,1.033
0.383752308,-0.9993,0.0594,0.2965,1.044
0.385435231,-1.0020,0.0667,0.2983,1.048
0.394346385,-0.9981,0.0763,0.3095,1.048
0.395783385,-0.9944,0.0765,0.3225,1.048
0.404213,-0.9942,0.0753,0.3244,1.048
0.405433,-1.0030,0.0841,0.3168,1.055
0.418945231,-1.0052,0.0904,0.3002,1.053
0.420647308,-1.0035,0.0880,0.2874,1.048
