time,gFx,gFy,gFz,TgF
0.009739615,0.0103,-0.0670,0.9718,0.974
0.011299769,0.0118,-0.0665,0.9606,0.963
0.012810538,0.0128,-0.0697,0.9687,0.971
0.014403461,0.0131,-0.0756,0.9787,0.982
0.016236692,0.0064,-0.0744,0.9818,0.985
0.017583231,0.0079,-0.0756,0.9962,0.999
0.018813308,0.0035,-0.0761,1.0002,1.003
0.020843923,0.0075,-0.0753,1.0034,1.006
0.022413615,0.0071,-0.0756,1.0024,1.005
0.023710308,0.0035,-0.0709,1.0041,1.007
0.036629308,0.0087,-0.0778,1.0004,1.003
0.038717308,0.0120,-0.0832,0.9994,1.003
0.040352615,0.0087,-0.0817,0.9967,1.000
0.041825077,0.0054,-0.0753,0.9943,0.997
0.055753692,0.0108,-0.0758,0.9934,0.996
0.057484077,0.0064,-0.0756,0.9931,0.996
0.060558077,0.0043,-0.0753,0.9901,0.993
0.062232692,0.0066,-0.0741,0.9916,0.994
0.072252846,0.0113,-0.0739,0.9926,0.995
0.073956,0.0101,-0.0714,0.9921,0.995
0.079899923,0.0028,-0.0668,0.9916,0.994
0.080822231,0.0066,-0.0724,0.9955,0.998
0.100942615,0.0040,-0.0702,0.9946,0.997
0.102581538,0.0057,-0.0675,0.9999,1.002
0.103698461,0.0023,-0.0632,0.9962,0.998
0.104274,-0.0013,-0.0634,0.9980,1.000
0.110281154,0.0059,-0.0636,0.9913,0.993
0.111751077,0.0050,-0.0602,0.9997,1.002
0.122533615,0.0064,-0.0616,0.9938,0.996
0.124037692,0.0033,-0.0636,0.9982,1.000
0.131207461,0.0050,-0.0641,1.0029,1.005
0.132429154,0.0043,-0.0614,1.0016,1.004
0.140710384,-0.0017,-0.0621,1.0014,1.003
0.142166077,0.0033,-0.0653,1.0043,1.006
0.151181769,-0.0061,-0.0634,1.0029,1.005
0.152324231,0.0003,-0.0611,1.0085,1.010
0.161605461,-0.0035,-0.0578,1.0062,1.008
0.163214231,-0.0020,-0.0629,1.0050,1.007
0.172682615,0.0023,-0.0619,1.0043,1.006
0.173992154,0.0018,-0.0656,1.0119,1.014
0.181698692,0.0028,-0.0683,1.0090,1.011
0.182964154,0.0054,-0.0656,1.0060,1.008
0.192149,0.0082,-0.0672,1.0058,1.008
0.193453308,0.0082,-0.0656,1.0050,1.007
0.202588538,0.0064,-0.0648,1.0006,1.003
0.203963615,0.0062,-0.0665,0.9997,1.002
0.212282,0.0013,-0.0665,0.9992,1.001
0.213567846,0.0040,-0.0675,1.0009,1.003
0.236140538,0.0054,-0.0675,1.0006,1.003
0.237469692,0.0008,-0.0672,1.0027,1.005
0.238161923,0.0015,-0.0683,0.9985,1.001
0.238753461,-0.0015,-0.0646,1.0002,1.002
0.243209308,0.0040,-0.0668,0.9997,1.002
