time,gFx,gFy,gFz,TgF
0.014375692,0.0120,-0.0905,0.9542,0.959
0.016065461,0.0128,-0.0949,0.9620,0.967
0.017697461,0.0131,-0.0951,0.9764,0.981
0.020016153,0.0120,-0.0981,0.9833,0.988
0.021723769,0.0155,-0.1007,0.9892,0.994
0.023122,0.0159,-0.0979,1.0004,1.005
0.024685,0.0131,-0.0949,1.0027,1.007
0.026369077,0.0164,-0.0954,1.0083,1.013
0.027750461,0.0111,-0.0986,1.0074,1.012
0.028953538,0.0131,-0.0961,1.0048,1.009
0.03021523,0.0084,-0.0979,1.0004,1.005
0.031403769,0.0115,-0.0968,1.0002,1.005
0.03259923,0.0118,-0.0968,0.9969,1.002
0.033758077,0.0064,-0.0963,0.9957,1.000
0.035229461,0.0124,-0.0986,0.9941,0.999
0.036657538,0.0138,-0.0946,0.9953,1.000
0.053773153,0.0145,-0.0942,0.9913,0.996
0.055566769,0.0103,-0.0979,0.9860,0.991
0.056467,0.0133,-0.0954,0.9877,0.992
0.057088153,0.0174,-0.0993,0.9901,0.995
0.091131769,0.0136,-0.1024,0.9911,0.996
0.092843846,0.0199,-0.1012,0.9889,0.994
0.094237,0.0213,-0.0988,0.9921,0.997
0.095484538,0.0199,-0.0954,0.9934,0.998
0.096597692,0.0187,-0.0995,0.9911,0.996
0.097679538,0.0220,-0.0939,0.9941,0.999
0.098971923,0.0257,-0.0932,0.9897,0.994
0.100279692,0.0260,-0.0898,0.9926,0.997
0.119016153,0.0274,-0.0914,0.9950,1.000
0.120903461,0.0294,-0.0863,1.0002,1.004
0.122016538,0.0245,-0.0883,0.9975,1.002
0.123135923,0.0285,-0.0883,1.0009,1.005
0.130025923,0.0264,-0.0902,1.0004,1.005
0.131844692,0.0269,-0.0893,1.0006,1.005
0.152763307,0.0292,-0.0893,1.0021,1.007
0.153763615,0.0255,-0.0902,1.0024,1.007
0.154710615,0.0257,-0.0858,1.0021,1.006
0.155505615,0.0257,-0.0876,1.0002,1.004
0.170253692,0.0248,-0.0874,0.9997,1.004
0.171459,0.0211,-0.0890,1.0009,1.005
0.172438538,0.0236,-0.0930,0.9980,1.003
0.17334223,0.0216,-0.0914,0.9960,1.000
0.17933123,0.0182,-0.0888,0.9972,1.001
0.180658153,0.0180,-0.0917,0.9892,0.994
0.190186769,0.0138,-0.0900,0.9941,0.998
0.191350153,0.0167,-0.0883,0.9894,0.993
0.198603769,0.0176,-0.0898,0.9943,0.998
0.199853769,0.0204,-0.0924,0.9955,1.000
0.219940153,0.0180,-0.0939,0.9960,1.001
0.221537769,0.0176,-0.0888,1.0014,1.006
0.222399923,0.0150,-0.0876,0.9992,1.003
0.223064692,0.0136,-0.0883,1.0006,1.005
