time,gFx,gFy,gFz,TgF
0.002947077,-1.0467,0.0599,0.1341,1.057
0.003655308,-1.0420,0.0609,0.1253,1.051
0.004269923,-1.0359,0.0597,0.1275,1.045
0.005017077,-1.0313,0.0594,0.1414,1.043
0.015808077,-1.0196,0.0582,0.1575,1.033
0.016470923,-1.0179,0.0626,0.1776,1.035
0.024772154,-1.0076,0.0646,0.1995,1.029
0.025892231,-1.0017,0.0572,0.2261,1.029
0.034925538,-1.0035,0.0604,0.2445,1.035
0.035501384,-0.9874,0.0541,0.2567,1.022
0.045201538,-0.9773,0.0473,0.2580,1.012
0.046119077,-0.9707,0.0436,0.2616,1.006
0.055417154,-0.9730,0.0452,0.2582,1.008
0.056130846,-0.9795,0.0436,0.2562,1.013
0.065482846,-0.9783,0.0426,0.2538,1.012
0.066232769,-0.9798,0.0336,0.2445,1.010
0.081674769,-0.9700,0.0320,0.2350,0.999
0.082456461,-0.9712,0.0284,0.2254,0.997
0.085995,-0.9714,0.0235,0.2203,0.996
0.086475154,-0.9707,0.0250,0.2254,0.997
0.096204077,-0.9727,0.0235,0.2205,0.998
0.097045461,-0.9766,0.0213,0.2196,1.001
0.107669923,-0.9702,0.0228,0.2154,0.994
0.108457769,-0.9746,0.0164,0.2074,0.997
0.116679461,-0.9665,0.0113,0.2047,0.988
0.117240077,-0.9732,0.0182,0.2012,0.994
0.126848461,-0.9788,0.0113,0.2071,1.001
0.127647769,-0.9856,0.0154,0.2077,1.007
0.137069692,-1.0008,0.0186,0.2077,1.022
0.137683769,-1.0022,0.0198,0.2047,1.023
0.147302769,-1.0054,0.0145,0.2071,1.027
0.147874077,-1.0015,0.0077,0.2130,1.024
0.159699308,-0.9910,0.0030,0.2181,1.015
0.160445384,-0.9928,-0.0026,0.2140,1.016
0.167722154,-0.9893,-0.0006,0.2117,1.012
0.168275077,-0.9895,-0.0052,0.2142,1.012
0.177818384,-0.9827,-0.0023,0.2196,1.007
0.17868,-0.9742,-0.0075,0.2177,0.998
0.188124231,-0.9707,-0.0106,0.2291,0.997
0.188750846,-0.9678,-0.0180,0.2384,0.997
0.198472384,-0.9739,-0.0220,0.2452,1.005
0.199154769,-0.9812,-0.0196,0.2540,1.014
0.208365538,-0.9876,-0.0148,0.2618,1.022
0.209177769,-0.9963,-0.0124,0.2611,1.030
0.218645692,-0.9991,-0.0136,0.2667,1.034
0.219229231,-0.9986,-0.0155,0.2687,1.034
0.228954769,-1.0000,-0.0064,0.2782,1.038
0.229646077,-1.0010,-0.0055,0.2802,1.040
0.240760923,-1.0022,-0.0003,0.2892,1.043
0.241495077,-1.0061,0.0003,0.2883,1.047
0.249296,-1.0210,-0.0001,0.2755,1.058
0.249955846,-1.0326,0.0023,0.2620,1.065
0.259496538,-1.0384,0.0108,0.2433,1.067
0.260206769,-1.0396,0.0152,0.2271,1.064
0.269892461,-1.0394,0.0189,0.2093,1.060
0.270504231,-1.0364,0.0182,0.2056,1.057
0.282911384,-1.0335,0.0164,0.2108,1.055
0.283681615,-1.0320,0.0196,0.2210,1.056
0.290886077,-1.0369,0.0238,0.2282,1.062
0.291873308,-1.0394,0.0220,0.2257,1.064
0.300171231,-1.0376,0.0252,0.2303,1.063
0.300760615,-1.0284,0.0235,0.2431,1.057
0.310523923,-1.0250,0.0271,0.2528,1.056
0.311400769,-1.0235,0.0343,0.2713,1.059
0.320621231,-1.0226,0.0371,0.2919,1.064
0.321258,-1.0240,0.0382,0.3039,1.069
0.330883077,-1.0182,0.0364,0.3034,1.063
0.332038538,-1.0096,0.0352,0.2960,1.053
0.341262538,-0.9932,0.0318,0.2904,1.035
0.342695231,-0.9776,0.0320,0.2927,1.021
0.351428615,-0.9751,0.0336,0.2883,1.017
